

农业学习,#genre#
德甲赛事回顾1 德甲周刊第18期体育,http://txtest-xp2p.p2p.huya.com/src/1099531728788-1099531728788-86333189156503552-2199063581032-10057-A-0-1.xs?wsSecret=6745374bcdc4570ee2bcc119f3d891d6&wsTime=6246cbc6&u=0&seqid=16487204526820000&ctype=tars_mobile&fs=bgct&t=103
后浪-大祭司 你不知道的川藏线旅体育行,http://txtest-xp2p.p2p.huya.com/src/1199566096018-1199566096018-5455555222740926464-2399132315492-10057-A-0-1.xs?wsSecret=ec6f41bce86545d874bfb29e4b1bd8e8&wsTime=6246cbca&u=0&seqid=16487204567970000&ctype=tars_mobile&txyp=o%3Anceic2%3B&fs=bgct&t=103
德国足球甲级联赛4 斯图加特3:1霍芬海姆 2021/22德甲联赛,http://txtest-xp2p.p2p.huya.com/src/0-0-0-2199063580970-10057-A-0-1.xs?wsSecret=181a901613fe2a0d155458d26d3b26b5&wsTime=6246cbd6&u=0&seqid=16487204689760000&ctype=tars_mobile&txyp=o%3An111%3B&fs=bgct&t=103
蜜桃同学 十分钟站立减肥操体育,http://txtest-xp2p.p2p.huya.com/src/1199549075839-1199549075839-5382454110563860480-2399098275134-10057-A-0-1.xs?wsSecret=1505c46dea949cf1c7b14f1e53c1a91c&wsTime=6246cbdb&u=0&seqid=16487204738060000&ctype=tars_mobile&txyp=o%3Afz6%3B&fs=bgct&t=103
德甲比赛精华1 德甲比赛精华体育,http://txtest-xp2p.p2p.huya.com/src/1099531728802-1099531728802-86333249286045696-2199063581060-10057-A-0-1.xs?wsSecret=3bc33d94704bf23ca8b52da6f12acfa7&wsTime=6246cbe0&u=0&seqid=16487204789070000&ctype=tars_mobile&fs=bgct&t=103?体育
世界不一样呀大棒槌”驴蹄一步一崴真难受，一刀到底切大块，脚底严重腐烂体育！,http://txtest-xp2p.p2p.huya.com/src/1099531728593-1099531728593-86332351637880832-2199063580642-10057-A-0-1.xs?wsSecret=7304b0ca514e6b8768c67688951c1c46&wsTime=6246cbe4&u=0&seqid=16487204821390000&ctype=tars_mobile&txyp=o%3Atyeic12%3B&fs=bgct&t=103
T台可人儿 男女互抽巴掌，扇到头破血流体育,http://txtest-xp2p.p2p.huya.com/src/1099531739996-1099531739996-86381327149957120-2199063603448-10057-A-0-1.xs?wsSecret=4e346b65c0d86c6a792434be0ea74bd5&wsTime=6246cbe5&u=0&seqid=16487204839750000&ctype=tars_mobile&txyp=o%3Ad3%3B&fs=bgct&t=103
少林功夫网络考功 2022少林功夫网络考功大赛 重播体育,http://txtest-xp2p.p2p.huya.com/src/1099531728991-1099531728991-86334061034864640-2199063581438-10057-A-0-1.xs?wsSecret=4c563887a64e2b5ce3ae97c02d8e967a&wsTime=6246cbe9&u=0&seqid=16487204875480000&ctype=tars_mobile&txyp=o%3Acs6%3B&fs=bgct&t=103
模拟赛车 第6站体育！电动方程式锦标赛ACCELERATE电竞赛,http://txtest-xp2p.p2p.huya.com/src/1099531740125-1099531740125-86381881200738304-2199063603706-10057-A-0-1.xs?wsSecret=08e8ce0b8218cb981a995a0ef5577798&wsTime=6246cbec&u=0&seqid=16487204904360000&ctype=tars_mobile&txyp=o%3Awx91%3B&fs=bgct&t=103
德国足球甲级联赛3 体育柏林赫塔1:2弗莱堡 2021/22赛季德甲,http://txtest-xp2p.p2p.huya.com/src/0-0-0-2199063580968-10057-A-0-1.xs?wsSecret=261a70b3135d9c9d1bf3a73511ccf08a&wsTime=6246cbf1&u=0&seqid=16487204954150000&ctype=tars_mobile&txyp=o%3Awx6%3B&fs=bgct&t=103
斯克业余大师总决赛丁俊晖，体育你为什么这么秀！,http://txtest-xp2p.p2p.huya.com/src/1099531728533-1099531728533-86332093939843072-2199063580522-10057-A-0-1.xs?wsSecret=43e40e2d2ae0cb32ba2e983f30ec019a&wsTime=6246cbf5&u=0&seqid=16487204994790000&ctype=tars_mobile&txyp=o%3Ad2%3B&fs=bgct&t=103
开心老师 瑜伽老师体育,http://txtest-xp2p.p2p.huya.com/src/1279521993636-1279521993636-16822127287603298304-2559044110728-10057-A-0-1.xs?wsSecret=b0827b729089e979e2f75270aa80db59&wsTime=6246cbf7&u=0&seqid=16487205012240000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103
帅soserious 吃出6块腹肌！10种食物帮你快速减脂！体育新手必看！,http://txtest-xp2p.p2p.huya.com/src/1299518413687-1299518413687-10472377075179192320-2599036950830-10057-A-0-1.xs?wsSecret=38aeb6f72fe50ae5a77f0cea6ded4157&wsTime=6246cbfa&u=0&seqid=16487205047740000&ctype=tars_mobile&txyp=o%3Anceic2%3B&fs=bgct&t=103
足协杯广州专场 哥伦比亚足球专场体育,http://txtest-xp2p.p2p.huya.com/src/1099531728827-1099531728827-86333356660228096-2199063581110-10057-A-0-1.xs?wsSecret=6ef8bc28488859aeefcaefef269a5454&wsTime=6246cbfb&u=0&seqid=16487205059010000&ctype=tars_mobile&fs=bgct&t=103
2020全国游泳锦标赛洪荒少女傅园慧！全国游泳冠军赛,http://txtest-xp2p.p2p.huya.com/src/1099531627797-1099531627797-85899436114313216-2199063379050-10057-A-0-1.xs?wsSecret=cc9b9bca3ed3c44a1e0ccbde48721201&wsTime=6246cc00&u=0&seqid=16487205106540000&ctype=tars_mobile&fs=bgct&t=103?体育
EQUALIZER #草廠格鬥傳說# 体育2020 还有谁-寻找传说 原创剧集,http://txtest-xp2p.p2p.huya.com/src/1299516584312-1299516584312-10464519969382072320-2599033292080-10057-A-0-1.xs?wsSecret=7793d54bd2511bbb398c05699ae9c82a&wsTime=6246cc02&u=0&seqid=16487205129600000&ctype=tars_mobile&txyp=o%3Afz6%3B&fs=bgct&t=103
欧尼酱 上肢力量感知 · 体育30X4组,http://txtest-xp2p.p2p.huya.com/src/1099531627837-1099531627837-85899607913005056-2199063379130-10057-A-0-1.xs?wsSecret=95b208895e6169ae13422c820274e4bd&wsTime=6246cc04&u=0&seqid=16487205142710000&ctype=tars_mobile&txyp=o%3Ad2%3B&fs=bgct&t=103
洪豆豆 腿1部力量强化体育 35X6组,http://txtest-xp2p.p2p.huya.com/src/1099531627854-1099531627854-85899680927449088-2199063379164-10057-A-0-1.xs?wsSecret=3cc0ebd32a9ccd691334ff5e86bf7d50&wsTime=6246cc05&u=0&seqid=16487205154400000&ctype=tars_mobile&fs=bgct&t=103
特立独行 全身循环 体育35X6组,http://txtest-xp2p.p2p.huya.com/src/1099531627852-1099531627852-85899672337514496-2199063379160-10057-A-0-1.xs?wsSecret=6c7a5fd3260744c74c37b18a2bd8d7a1&wsTime=6246cc06&u=0&seqid=16487205166020000&ctype=tars_mobile&txyp=o%3Ad3%3B&fs=bgct&t=103
是你的奶糖呀挨饿德——体育一个永远吃不饱的男人,http://txtest-xp2p.p2p.huya.com/src/1099531740251-1099531740251-86382422366617600-2199063603958-10057-A-0-1.xs?wsSecret=30254047291e3ea33c134df764287d05&wsTime=6246cc07&u=0&seqid=16487205178440000&ctype=tars_mobile&fs=bgct&t=103
大胖兔 上腹燃脂体育 35X6组,http://txtest-xp2p.p2p.huya.com/src/1099531627853-1099531627853-85899676632481792-2199063379162-10057-A-0-1.xs?wsSecret=6366c80460353d6657334dc9e6641b70&wsTime=6246cc08&u=0&seqid=16487205190020000&ctype=tars_mobile&fs=bgct&t=103
一修铁拳 搏击燃脂真可以吗？体育,http://txtest-xp2p.p2p.huya.com/src/1199564875935-1199564875935-5450315006157520896-2399129875326-10057-A-0-1.xs?wsSecret=d925b1fff497b88ceb7d7a8bf7e55d02&wsTime=6246cc0a&u=0&seqid=16487205202130000&ctype=tars_mobile&txyp=o%3Atyeic12%3B&fs=bgct&t=103
胖大星 15分钟全身燃脂体育操,http://txtest-xp2p.p2p.huya.com/src/1099531627844-1099531627844-85899637977776128-2199063379144-10057-A-0-1.xs?wsSecret=e128c0045bc2a748bdc2399a190ff34c&wsTime=6246cc0e&u=0&seqid=16487205245230000&ctype=tars_mobile&fs=bgct&t=103
肌吾霸 核心力量强化 体育35X6组,http://txtest-xp2p.p2p.huya.com/src/1099531627851-1099531627851-85899668042547200-2199063379158-10057-A-0-1.xs?wsSecret=8e73c3987a7c8624648338c88515bb38&wsTime=6246cc0f&u=0&seqid=16487205258180000&ctype=tars_mobile&fs=bgct&t=103
Kory-x 腿高度训练 体育40X6组,http://txtest-xp2p.p2p.huya.com/src/1099531627846-1099531627846-85899646567710720-2199063379148-10057-A-0-1.xs?wsSecret=cfa66a6e252d5c25d290a0cd0b1aebf3&wsTime=6246cc10&u=0&seqid=16487205269310000&ctype=tars_mobile&fs=bgct&t=103
我要航海网 阿铁船长的独体育白,http://txtest-xp2p.p2p.huya.com/src/1199539387568-1199539387568-5340843303464075264-2399078898592-10057-A-0-1.xs?wsSecret=3ed212a47af195e209f1ea5e75f01088&wsTime=6246cc11&u=0&seqid=16487205281250000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103
南城以北 5分钟零基础热身训练体育 30X4组,http://txtest-xp2p.p2p.huya.com/src/1099531627833-1099531627833-85899590733135872-2199063379122-10057-A-0-1.xs?wsSecret=cab8213bb0e1b2762dddd505ad5b724c&wsTime=6246cc13&u=0&seqid=16487205293590000&ctype=tars_mobile&fs=bgct&t=103
小赛车-大世界 小小马体育,http://txtest-xp2p.p2p.huya.com/src/1199544921112-1199544921112-5364609693975052288-2399089965680-10057-A-0-1.xs?wsSecret=27fa1ed2dcccefd919361f1ff0d268dc&wsTime=6246cc14&u=0&seqid=16487205304870000&ctype=tars_mobile&txyp=o%3Ad3%3B&fs=bgct&t=103
新视觉体育,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
魅力足球体育,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
极速汽车体育,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
👍4K,#genre#
4K超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8?zzhongd
4k超高清,http://open.live-web.timetv.cn/live03/cctv4k.m3u8
8K超高清,http://117.148.179.157/PLTV/88888888/224/3221233439/index.m3u8?zzhongd
CCTV4K F,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV4K,http://39.135.55.72:6610/PLTV/88888888/224/3221226998/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV4K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233400/index.m3u8
CCTV4K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233454/index.m3u8
CCTV8K,http://117.148.179.146/PLTV/88888888/224/3221233413/index.m3u8
CCTV8K,http://117.148.179.148/PLTV/88888888/224/3221233350/1.m3u8
CCTV8K,http://117.148.179.148:80/PLTV/88888888/224/3221233350/1.m3u8
CCTV8K,http://117.148.179.157/PLTV/88888888/224/3221233413/index.m3u8
CCTV8K,http://117.148.179.157/PLTV/88888888/224/3221233439/index.m3u8
CCTV8K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233413/index.m3u8
爱上4k,http://111.20.33.93/PLTV/88888893/224/3221226352/index.m3u8
爱上4K,http://111.20.33.93/TVOD/88888893/224/3221226352/index.m3u8
纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
纯享4k,http://39.135.138.58:18890/PLTV/88888888/224/3221225786/index.m3u8
纯享4K,http://39.135.138.59:18890/PLTV/88888910/224/3221225786/index.m3u8
纯享4K,http://39.135.138.60:18890/PLTV/88888910/224/3221225786/index.m3u8
纯享4k,http://39.135.32.10:6610/000000001000/HD-20M-2160P-chunxiang4k/1.m3u8?IASHttpSessionId=OTT
纯享4k,http://39.135.32.10:6610/000000001000/HD-20M-2160P-chunxiang4k/1.m3u8?IASHttpSessionId=OTT
纯享4k,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225786/index.m3u8
欢笑剧场4k,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
影院4k,http://epg.112114.xyz/douyu/9249162
民视第一台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv003&hd=720
民视台湾台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv001&hd=720
民视,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv002&hd=720
大爱电视,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live007&hd=720
中视,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv040&hd=720
中视经典台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv080&hd=720
华视,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv041&hd=720
三立综合台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live207&hd=720
客家电视台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv043&hd=720
八大综艺台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv039&hd=720
中视菁采台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv064&hd=720
TVBS精采台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live086&hd=720
爱尔达娱乐台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv070&hd=720
靖天综合台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv046&hd=720
靖天日本台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv047&hd=720
新唐人亚太台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live050&hd=720
中天综合台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live033&hd=720
ARIRANG阿里郎频道,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv079&hd=720
LiveABC互动英语频道,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live030&hd=720
达文西频道,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv018&hd=720
ELTV生活英语台,https://4g.52sf.ga/channel.m3u8?fid=litv-longturn20&hd=720
Nick Jr. 儿童频道,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live032&hd=720
尼克儿童频道,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live105&hd=720
靖天卡通台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv044&hd=720
靖洋卡通Nice Bingo,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv057&hd=720
i-Fun动漫台,https://4g.52sf.ga/channel.m3u8?fid=litv-ftv15&hd=720
MOMO亲子台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live107&hd=720
CN卡通,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live205&hd=720
东森购物一台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live047&hd=720
镜电视新闻台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv075&hd=720
东森新闻台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live114&hd=720
华视新闻,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv052&hd=720
民视新闻台,https://4g.52sf.ga/channel.m3u8?fid=litv-ftv13&hd=720
三立财经新闻iNEWS,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live089&hd=720
TVBS新闻,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live072&hd=720
东森财经新闻台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live019&hd=720
中视新闻,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv074&hd=720
中天新闻台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv009&hd=720
寰宇新闻台,https://4g.52sf.ga/channel.m3u8?fid=litv-longturn14&hd=720
SBN全球财经台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live060&hd=720
TVBS,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv073&hd=720
东森购物二台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live046&hd=720
民视综艺台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv004&hd=720
猪哥亮歌厅秀,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv006&hd=720
靖天育乐台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv062&hd=720
KLT-靖天国际台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv063&hd=720
Nice TV 靖天欢乐台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv054&hd=720
靖天资讯台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv065&hd=720
中天全民最大党,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live076&hd=720
TVBS欢乐台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv068&hd=720
韩国娱乐台 KMTV,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv016&hd=720
Lifetime 娱乐频道,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live029&hd=720
电影原声台CMusic,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live031&hd=720
TRACE Urban,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv082&hd=720
MTV Live HD 音乐频道,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live025&hd=720
Mezzo Live HD,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv083&hd=720
CLASSICA 古典乐,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv059&hd=720
博斯高球台,https://4g.52sf.ga/channel.m3u8?fid=litv-longturn05&hd=720
博斯运动一台,https://4g.52sf.ga/channel.m3u8?fid=litv-longturn07&hd=720
博斯无限台,https://4g.52sf.ga/channel.m3u8?fid=litv-longturn10&hd=720
博斯网球台,https://4g.52sf.ga/channel.m3u8?fid=litv-longturn09&hd=720
TRACE Sport Stars,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv077&hd=720
智林体育台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv101&hd=720
时尚运动X,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv014&hd=720
车迷TV,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live201&hd=720
GINX Esports TV,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv053&hd=720
TechStorm,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live109&hd=720
Pet Club TV,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live110&hd=720
民视旅游台,https://4g.52sf.ga/channel.m3u8?fid=litv-ftv07&hd=720
滚动力rollor,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live012&hd=720
亚洲旅游台,https://4g.52sf.ga/channel.m3u8?fid=litv-longturn17&hd=720
幸福空间居家台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live206&hd=720
Love Nature,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live208&hd=720
History 历史频道,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live026&hd=720
HISTORY 2 频道,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live028&hd=720
Smithsonian Channel,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live088&hd=720
爱尔达生活旅游台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live120&hd=720
LUXE TV Channel,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live121&hd=720
TV5MONDE STYLE HD 生活时尚,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live122&hd=720
中天美食旅游,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live123&hd=720
公视戏剧,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv042&hd=720
民视影剧台,https://4g.52sf.ga/channel.m3u8?fid=litv-ftv09&hd=720
龙华戏剧台,https://4g.52sf.ga/channel.m3u8?fid=litv-longturn18&hd=720
HITS频道,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live620&hd=720
龙华日韩台,https://4g.52sf.ga/channel.m3u8?fid=litv-longturn11&hd=720
八大精彩台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv034&hd=720
靖天戏剧台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv058&hd=720
靖洋戏剧台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv045&hd=720
CI 罪案侦查频道,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live027&hd=720
视纳华仁纪实频道,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv013&hd=720
影迷数位纪实台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live023&hd=720
金光布袋戏,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live144&hd=720
ROCK Extreme,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live138&hd=720
采昌影剧台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv049&hd=720
靖天映画,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv055&hd=720
靖天电影台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv061&hd=720
龙华电影台,https://4g.52sf.ga/channel.m3u8?fid=litv-longturn03&hd=720
影迷数位电影台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv011&hd=720
amc最爱电影,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv017&hd=720
CinemaWorld,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live069&hd=720
CATCHPLAY Beyond,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live155&hd=720
CATCHPLAY电影台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv076&hd=720
My Cinema Europe HD 我的欧洲电影,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live157&hd=720
好消息2台,https://4g.52sf.ga/channel.m3u8?fid=litv-ftv17&hd=720
好消息,https://4g.52sf.ga/channel.m3u8?fid=litv-ftv16&hd=720
大爱二台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live106&hd=720
人间卫视,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live008&hd=720
半岛国际新闻台,https://4g.52sf.ga/channel.m3u8?fid=litv-ftv10&hd=720
VOA美国之音,https://4g.52sf.ga/channel.m3u8?fid=litv-ftv03&hd=720
CNBC Asia 财经台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live130&hd=720
DW德国之声,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live071&hd=720
CNN头条新闻台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live203&hd=720
CNN国际新闻台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live204&hd=720
国会频道1,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv084&hd=720
国会频道2,https://4g.52sf.ga/channel.m3u8?fid=4gtv-4gtv085&hd=720
经典电影台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live021&hd=720
经典卡通台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live022&hd=720
精选动漫台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live024&hd=720
华语戏剧台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live005&hd=720
华语综艺台,https://4g.52sf.ga/channel.m3u8?fid=4gtv-live006&hd=720

💖央视,#genre#
CCTV1,http://39.134.65.141/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.143/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.65.151/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225618/index.m3u8
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225762/index.m3u8
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221226221/index.m3u8
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221226225/index.m3u8
CCTV1,http://222.240.82.92:9901/tsfile/live/0001_1.m3u8
CCTV1,http://183.207.249.9/PLTV/3/224/3221225530/index.m3u8
CCTV1,http://39.136.48.18:8089/PLTV/88888888/224/3221225859/index.m3u8
CCTV1,http://39.134.66.110/PLTV/88888888/224/3221225816/index.m3u8
CCTV1,http://ncyd.jilu8.cn/PLTV/88888910/224/3221225618/index.m3u8
CCTV1,http://39.134.65.175/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.135.137.205/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225618/index.m3u8
CCTV1,http://117.148.179.155/PLTV/88888888/224/3221231468/index.m3u8
CCTV2,http://39.135.138.58:18890/PLTV/88888888/224/3221225619/index.m3u8
CCTV2,http://39.136.48.53:8089/PLTV/88888888/224/3221225751/index.m3u8
CCTV2,http://sd.jilu8.cn/3221225751/index.m3u8
CCTV2,http://39.135.55.72:6610/PLTV/88888888/224/3221226795/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV2,http://39.136.48.5:8089/PLTV/88888888/224/3221225751/index.m3u8
CCTV2,http://222.240.82.92:9901/tsfile/live/0002_1.m3u8
CCTV2,http://39.135.138.58:18890/PLTV/88888910/224/3221225643/index.m3u8codeyj
CCTV2,http://39.135.138.59:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://120.221.40.68:6410/shandong_cabletv.live.zte.com////CHANNEL00000317/index.m3u8
CCTV2,http://183.196.25.171:808/hls/2/index.m3u8
CCTV2,http://39.134.32.108:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT
CCTV2,http://119.167.231.18/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225612/index.m3u8
CCTV2,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8?icpid=88888888&from=30&hms_devid=1452
CCTV2,http://39.135.32.10:6610/000000001000/HD-8000k-1080P-cctv2/1.m3u8?IASHttpSessionId=OTT
CCTV3,http://111.20.33.93/PLTV/88888893/224/3221226397/index.m3u8
CCTV3,http://39.135.55.72:6610/PLTV/88888888/224/3221227055/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV3,http://39.135.55.72:6610/PLTV/88888888/224/3221227256/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225647/index.m3u8
CCTV3,http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000001000022313/index.m3u8?channel-id=wasusyt&Contentid=6000000001000022313&livemode=1&stbId=no
CCTV3,http://111.59.189.40:8445/tsfile/live/1002_1.m3u8
CCTV3,http://39.134.67.226/PLTV/88888888/224/3221225799/index.m3u8
CCTV3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV3,http://39.135.138.58:18890/PLTV/88888910/224/3221225647/index.m3u8codeyj
CCTV3,http://183.207.249.14/PLTV/3/224/3221225588/index.m3u8
CCTV3,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV3,http://39.135.138.58:18890/PLTV/88888888/224/3221225634/index.m3u8
CCTV3,http://sd.jilu8.cn/3221226338/index.m3u8
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225634/index.m3u8
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV3,http://39.134.65.141/PLTV/88888888/224/3221225799/1.m3u8
CCTV3,http://39.135.138.58:18890/PLTV/88888888/224/3221225634/index.m3u8
CCTV3,http://39.135.138.60:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV3,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225621/index.m3u8
CCTV4,http://39.136.48.6:8089/PLTV/88888888/224/3221225757/index.m3u8
CCTV4,http://39.136.48.2:8089/PLTV/88888888/224/3221225757/index.m3u8
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8?icpid=88888888&from=30&hms_devid=1452
